Cell,area_x,Y,X,area_y,perimeter,major_axis_length,minor_axis_length,eccentricity,solidity,extent,circularity,aspect_ratio,DAPI_mean,DAPI_median,DAPI_std,DAPI_p10,DAPI_p90,DAPI_sum,Alexa_mean,Alexa_median,Alexa_std,Alexa_p10,Alexa_p90,Alexa_sum,Cy3_mean,Cy3_median,Cy3_std,Cy3_p10,Cy3_p90,Cy3_sum,Alexa_pos,Cy3_pos,Cy3_organel_area_px,Cy3_puncta_count,Above_bg,Region
11,998.0,96.89478957915831,627.2314629258517,998.0,117.1543289325507,39.27753731281807,32.395357544172455,0.565452631316788,0.9727095516569201,0.7706563706563706,0.9137422866654198,1.2124433959175005,0.20848943293094635,0.0,0.2326204478740692,0.0,0.5495754718780518,208.07244873046875,0.11497150361537933,0.0,0.1739286631345749,0.0,0.3784893602132798,114.74156188964844,0.4647313058376312,0.4784306585788727,0.1401020586490631,0.2799356490373611,0.6438663840293884,463.8018493652344,True,True,0,12,True,Marginal
12,937.0,33.863393810032015,762.5357524012807,937.0,113.1543289325507,36.27854366966734,32.97281792579702,0.4170592169690971,0.9679752066115702,0.7655228758169934,0.919617248088318,1.1002560882515298,0.1925303339958191,0.0,0.24706128239631653,0.0,0.543639624118805,180.4009246826172,0.14067551493644714,0.09330453723669052,0.1677437275648117,0.0,0.3599201500415802,131.81295776367188,0.4285522699356079,0.422141969203949,0.10117363184690475,0.2959173321723938,0.5693413257598877,401.553466796875,True,True,0,18,True,Marginal
13,1121.0,225.02765388046387,571.4647636039251,1121.0,124.22539674441617,40.99957374030463,35.032980468823894,0.5194977436617616,0.9764808362369338,0.7625850340136054,0.9128400618417795,1.1703136071106042,0.14052243530750275,0.0,0.19222907721996307,0.0,0.41694387793540955,157.52565002441406,0.1279105395078659,0.0,0.1755771040916443,0.0,0.42028355598449707,143.38771057128906,0.4344971776008606,0.42436081171035767,0.12095712870359421,0.2899351716041565,0.5947639346122742,487.0713195800781,True,True,0,20,True,Marginal
14,1087.0,240.63385464581415,871.7856485740571,1087.0,122.5685424949238,42.99992788520592,32.36573747041498,0.658371856583666,0.9775179856115108,0.7899709302325582,0.9092459275257311,1.3285632043611395,0.13506244122982025,0.0,0.17299525439739227,0.0,0.43778141140937804,146.8128662109375,0.11438339948654175,0.0,0.17923539876937866,0.0,0.298079514503479,124.33475494384766,0.37141352891921997,0.3607483506202698,0.07529168576002121,0.2874107837677002,0.4777464509010315,403.72650146484375,True,True,0,21,True,Marginal
15,1348.0,206.77151335311572,853.0652818991098,1348.0,136.71067811865476,43.703590805391954,39.3342304551631,0.4358427069767587,0.9725829725829725,0.7488888888888889,0.9063477922332995,1.111082899033946,0.22300545871257782,0.23752661049365997,0.2219161093235016,0.0,0.5089769482612609,300.6113586425781,0.07080588489770889,0.0,0.1440189629793167,0.0,0.28343309164047237,95.44633483886719,0.4239640533924103,0.40993961691856384,0.10629737377166748,0.29626416563987734,0.5662791192531585,571.5035400390625,True,True,0,25,True,Marginal
16,820.0,229.3451219512195,502.5451219512195,820.0,106.32590180780451,35.60787188849436,29.47400120278114,0.5611142666839812,0.9692671394799054,0.7536764705882353,0.9114766901912318,1.2081112314379099,0.08042055368423462,0.0,0.1573411077260971,0.0,0.2276497021317482,65.94485473632812,0.07783117890357971,0.0,0.14842112362384796,0.0,0.284096559882164,63.821563720703125,0.4838690459728241,0.481723427772522,0.15113942325115204,0.2773061186075211,0.67557612657547,396.7726135253906,True,True,0,8,True,Marginal
17,1199.0,365.9015846538782,263.2160133444537,1199.0,128.9116882454314,43.14181048219559,35.567334142191406,0.5659662532098105,0.9716369529983793,0.8123306233062331,0.9066599981549537,1.2129615986883604,0.21277683973312378,0.24243204295635223,0.2521383464336395,0.0,0.7272535920143127,255.1194305419922,0.10441352427005768,0.0,0.1784597784280777,0.0,0.37966331243515017,125.19181823730469,0.3917914628982544,0.3772956132888794,0.1160445511341095,0.2520279586315155,0.5424734711647036,469.7579650878906,True,True,0,21,True,Anterior
18,523.0,744.1300191204589,291.73996175908223,523.0,83.59797974644667,27.619754664434932,24.175335574587734,0.48359574857463444,0.9685185185185186,0.7782738095238095,0.9404159541885697,1.1424765782141966,0.1309700906276703,0.0,0.19471576809883118,0.0,0.3964216887950897,68.49736022949219,0.08002181351184845,0.0,0.137246236205101,0.0,0.27319815158844,41.851409912109375,0.8697843551635742,0.9592269062995911,0.15642264485359192,0.6126726984977722,1.0,454.897216796875,True,True,0,4,True,Anterior
19,1005.0,318.71542288557214,612.4457711442786,1005.0,117.49747468305833,38.16285225161681,33.908879641340356,0.4588164685387596,0.9738372093023255,0.7988871224165341,0.9147846330512022,1.1254530569948464,0.1833130121231079,0.1937638819217682,0.21826519072055817,0.0,0.585168182849884,184.22958374023438,0.08298587799072266,0.0,0.15332671999931335,0.0,0.2760329842567444,83.40081024169922,0.3958313465118408,0.3976166844367981,0.06982414424419403,0.30043174624443053,0.48604507446289064,397.8105163574219,True,True,0,15,True,Anterior
20,1095.0,431.1287671232877,559.5479452054794,1095.0,121.39696961966999,39.474894540848645,35.383696358893026,0.4433279415489533,0.9785522788203753,0.7799145299145299,0.9337020055690936,1.1156238212214755,0.15832394361495972,0.0,0.24275939166545868,0.0,0.4776226818561554,173.36471557617188,0.0882376879453659,0.0,0.14667046070098877,0.0,0.3207951903343201,96.62026977539062,0.3989519476890564,0.4011904299259186,0.07680201530456543,0.2927685081958771,0.49487746357917783,436.8523864746094,True,True,0,13,True,Anterior
