Region,N,Alexa_pos_count,Cy3_pos_count,Coexpress_count,Sox2_pos_count,Alexa_mean_median,Cy3_mean_median,DAPI_mean_median,Alexa_pos_percent,Cy3_pos_percent,Coexpress_percent,Sox2_pos_percent
Anterior,31,27,24,20,24,0.12254302948713303,0.43130794167518616,0.17065738141536713,87.09677419354838,77.41935483870968,64.51612903225806,77.41935483870968
Marginal,32,28,24,20,24,0.1192200630903244,0.48927588760852814,0.22728318721055984,87.5,75.0,62.5,75.0
