Cell,area_x,Y,X,area_y,perimeter,major_axis_length,minor_axis_length,eccentricity,solidity,extent,circularity,aspect_ratio,DAPI_mean,DAPI_median,DAPI_std,DAPI_p10,DAPI_p90,DAPI_sum,Alexa_mean,Alexa_median,Alexa_std,Alexa_p10,Alexa_p90,Alexa_sum,Cy3_mean,Cy3_median,Cy3_std,Cy3_p10,Cy3_p90,Cy3_sum,Alexa_pos,Cy3_pos,Cy3_organel_area_px,Cy3_puncta_count,Above_bg,Region
1,1743.0,880.3012048192771,255.39931153184165,1743.0,157.6812408671319,54.536787836435,41.008107077651125,0.6592375141246195,0.9764705882352941,0.7238372093023255,0.8809417509570407,1.329902590557681,0.18606653809547424,0.2285420000553131,0.21265602111816406,0.0,0.4744651854038239,324.31396484375,0.11430425196886063,0.0,0.18128715455532074,0.0,0.37246379256248474,199.23231506347656,0.378670334815979,0.3777430057525635,0.07980068027973175,0.27590046525001527,0.4792821824550628,660.0223999023438,True,True,0,22,True,Marginal
2,1382.0,917.191027496382,287.42402315484804,1382.0,139.05382386916236,46.86966334707148,37.71497719577639,0.5937117580817118,0.9739252995066948,0.7660753880266076,0.8981565363503312,1.242733439921589,0.11537997424602509,0.0,0.15440788865089417,0.0,0.2467528223991394,159.4551239013672,0.12091591954231262,0.0,0.1860932558774948,0.0,0.36999225318431855,167.10580444335938,0.38039568066596985,0.37655413150787354,0.07310207933187485,0.2866001009941101,0.48101930022239686,525.7068481445312,True,True,0,18,True,Marginal
3,1249.0,961.9671737389912,260.1449159327462,1249.0,132.71067811865476,47.37029318174282,33.602488195552006,0.7048485471914282,0.9727414330218068,0.7278554778554779,0.8911700156130182,1.4097257591779548,0.19269737601280212,0.22901034355163574,0.2124069333076477,0.0,0.4716323256492615,240.67901611328125,0.10357192158699036,0.0,0.1790052056312561,0.0,0.3699090898036957,129.361328125,0.4683160185813904,0.47909337282180786,0.11500392854213715,0.302769148349762,0.6106151223182679,584.9266967773438,True,True,0,19,True,Marginal
4,985.0,929.9228426395939,84.8274111675127,985.0,116.5685424949238,39.079062873186814,32.43065506779793,0.557952486313284,0.9752475247524752,0.7653457653457654,0.9109265532919872,1.2050038086338388,0.19807565212249756,0.0,0.23922669887542725,0.0,0.5839643001556396,195.10452270507812,0.12883614003658295,0.0,0.1849372386932373,0.0,0.364713180065155,126.90360260009766,0.3304293155670166,0.32076242566108704,0.06990835815668106,0.2522826611995697,0.4086172580718994,325.4728698730469,True,True,0,14,True,Marginal
5,969.0,632.3230134158927,143.51599587203302,969.0,115.1543289325507,40.03643656277098,30.908976740781576,0.6355968121053098,0.9768145161290323,0.7764423076923077,0.9182757245002355,1.2953012614599613,0.23513485491275787,0.0,0.2954672574996948,0.0,0.7881085395812989,227.84567260742188,0.09941638261079788,0.0,0.17309705913066864,0.0,0.3354670763015747,96.33447265625,0.399930864572525,0.40198612213134766,0.08727407455444336,0.2779715657234192,0.5113178133964539,387.53302001953125,True,True,0,15,True,Anterior
6,1363.0,224.3580337490829,934.3793103448276,1363.0,136.12489168102783,44.172603118696365,39.38287242171783,0.45288716450248195,0.9777618364418939,0.7547065337763013,0.9243376126904466,1.1216196382450059,0.12532079219818115,0.0,0.23488207161426544,0.0,0.5330428957939147,170.81224060058594,0.13483574986457825,0.0,0.22962428629398346,0.0,0.4473303198814391,183.7811279296875,0.3015609681606293,0.3019087314605713,0.07745708525180817,0.20391792953014373,0.39991526007652284,411.027587890625,True,False,0,22,True,Anterior
7,818.0,983.4462102689487,422.70660146699265,818.0,107.49747468305833,38.82488712847804,26.980145279315302,0.7190881828120848,0.9726516052318668,0.7518382352941176,0.8895423799076767,1.43901697809773,0.17293819785118103,0.0,0.2422867715358734,0.0,0.4951403409242631,141.46343994140625,0.09812113642692566,0.0,0.13895341753959656,0.0,0.30984460711479195,80.26309204101562,0.4450274407863617,0.4424358010292053,0.14912335574626923,0.2679992377758026,0.6461277961730957,364.0324401855469,True,True,0,9,True,Marginal
8,1501.0,11.804130579613592,490.8207861425716,1501.0,169.29646455628165,67.41012313130612,29.884700911873324,0.8963601524268107,0.9784876140808344,0.7188697318007663,0.6581043761897175,2.255673340352012,0.10743504762649536,0.0,0.2343856394290924,0.0,0.4859302341938019,161.260009765625,0.0883788987994194,0.0,0.1607125699520111,0.0,0.27725231647491455,132.65672302246094,0.349764883518219,0.3469527065753937,0.07457157224416733,0.260593444108963,0.4461546838283539,524.9970703125,False,True,0,16,True,Anterior
9,1497.0,653.2585170340682,73.31462925851703,1497.0,143.0538238691624,46.19397099843238,41.40799678798481,0.4432582326888568,0.9771540469973891,0.7937433722163308,0.9192480603086063,1.1155809162890076,0.22601118683815002,0.2581792175769806,0.24180403351783752,0.0,0.5293724656105042,338.3387451171875,0.10300575196743011,0.0,0.17587780952453613,0.0,0.3497166454792023,154.19961547851562,0.35751113295555115,0.3544909358024597,0.07216084748506546,0.26545532941818234,0.4552558183670044,535.1941528320312,True,True,0,25,True,Anterior
10,926.0,578.8153347732182,153.45680345572353,926.0,112.08326112068522,35.88689702267594,33.1493782897119,0.3830728011561779,0.9726890756302521,0.801038062283737,0.9262737012296139,1.082581299384841,0.21783635020256042,0.0,0.2754741907119751,0.0,0.5220887660980225,201.71646118164062,0.10029929876327515,0.0,0.18053071200847626,0.0,0.3370872139930725,92.87715148925781,0.29363590478897095,0.290295273065567,0.07917943596839905,0.19004084914922714,0.402132511138916,271.9068603515625,True,False,0,6,True,Anterior
