Region,N,Alexa_pos_count,Cy3_pos_count,Coexpress_count,Sox2_pos_count,Alexa_mean_median,Cy3_mean_median,DAPI_mean_median,Alexa_pos_percent,Cy3_pos_percent,Coexpress_percent,Sox2_pos_percent
Anterior,157,126,121,109,121,0.09009505808353424,0.3958313465118408,0.20078898966312408,80.2547770700637,77.07006369426752,69.42675159235668,77.07006369426752
Marginal,120,112,120,112,120,0.10207635164260864,0.41620297729969025,0.25205232203006744,93.33333333333333,100.0,93.33333333333333,100.0
