Region,N,Alexa_pos_count,Cy3_pos_count,Coexpress_count,Sox2_pos_count,Alexa_mean_median,Cy3_mean_median,DAPI_mean_median,Alexa_pos_percent,Cy3_pos_percent,Coexpress_percent,Sox2_pos_percent
Anterior,84,64,52,40,52,0.10948359221220016,0.3398056626319885,0.17867862433195114,76.19047619047619,61.904761904761905,47.61904761904761,61.904761904761905
Marginal,65,48,52,40,52,0.10537748783826828,0.3632638156414032,0.1675707995891571,73.84615384615385,80.0,61.53846153846154,80.0
