Region,N,Alexa_pos_count,Cy3_pos_count,Coexpress_count,Sox2_pos_count,Alexa_mean_median,Cy3_mean_median,DAPI_mean_median,Alexa_pos_percent,Cy3_pos_percent,Coexpress_percent,Sox2_pos_percent
Anterior,205,161,172,146,172,0.0892527624964714,0.324472039937973,0.18697063624858856,78.53658536585367,83.90243902439025,71.21951219512195,83.90243902439025
Marginal,205,165,172,145,172,0.09241136163473129,0.31454285979270935,0.17363567650318146,80.48780487804879,83.90243902439025,70.73170731707317,83.90243902439025
