label,area,centroid-0,centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
462,563.0,470.2557726465364,364.3321492007105,456,349,485,380
463,555.0,90.45045045045045,217.2846846846847,82,197,102,242
464,1238.0,87.41680129240711,826.3206785137319,64,811,110,845
465,123.0,773.69918699187,428.7235772357724,766,423,782,435
466,263.0,311.106463878327,526.3916349809886,300,519,322,535
467,86.0,583.3837209302326,299.2325581395349,578,295,590,305
468,662.0,274.2537764350453,497.46374622356495,258,484,291,512
469,163.0,340.53374233128835,300.06134969325154,333,294,350,307
470,483.0,840.2484472049689,634.1469979296066,827,619,855,649
471,927.0,551.6267529665588,113.40237324703344,534,97,570,130
472,71.0,303.5774647887324,517.5915492957746,299,513,309,523
473,388.0,693.6855670103092,308.27061855670104,682,298,707,319
474,274.0,700.8759124087592,289.6131386861314,689,282,714,298
475,91.0,49.08791208791209,755.8131868131868,45,748,54,764
476,187.0,142.33155080213905,883.3475935828877,134,877,151,891
477,880.0,336.5443181818182,59.50909090909091,320,44,354,75
478,412.0,999.7597087378641,270.00970873786406,989,258,1012,283
479,839.0,122.34803337306317,13.551847437425506,105,0,138,33
480,54.0,421.0740740740741,530.9629629629629,417,528,426,535
481,430.0,214.1139534883721,541.3279069767442,200,532,229,552
482,123.0,449.2357723577236,435.9512195121951,442,431,457,442
483,96.0,707.3020833333334,154.69791666666666,700,151,716,159
484,487.0,138.30184804928132,187.6652977412731,125,174,151,201
485,432.0,106.29398148148148,216.02777777777777,95,203,118,229
486,63.0,1002.8888888888889,585.6190476190476,999,582,1009,591
487,139.0,497.59712230215825,447.61870503597123,492,441,505,455
488,173.0,655.0520231213873,410.05202312138726,648,403,663,418
489,101.0,614.1782178217821,512.4257425742575,608,508,621,518
490,360.0,423.6388888888889,40.36388888888889,412,32,436,51
491,55.0,597.1272727272727,524.0363636363636,593,521,603,528
492,64.0,290.0625,132.90625,286,129,296,138
493,176.0,331.71590909090907,955.6875,324,949,340,963
494,64.0,614.15625,87.53125,610,84,619,93
495,75.0,562.9066666666666,413.8,558,410,569,419
496,2733.0,1000.6545920234175,958.2213684595682,970,925,1024,1002
497,437.0,223.48970251716247,657.4050343249428,212,642,237,673
498,419.0,239.4415274463007,928.6014319809069,229,915,251,941
499,238.0,894.655462184874,460.24789915966386,885,453,905,468
500,164.0,1010.2134146341464,891.9878048780488,1002,885,1019,899
501,680.0,885.1573529411764,507.9323529411765,871,492,898,525
502,82.0,394.390243902439,237.9878048780488,389,234,401,243
503,784.0,86.26913265306122,724.1186224489796,69,711,106,738
504,984.0,130.9288617886179,589.4756097560976,111,574,151,605
505,64.0,83.375,73.4375,80,68,88,79
506,149.0,886.4697986577181,572.9395973154362,878,567,894,580
507,115.0,789.6782608695652,471.1913043478261,784,465,796,479
508,1185.0,737.9974683544303,723.7763713080169,717,706,759,742
509,1013.0,490.3267522211254,705.3563672260613,472,689,515,726
510,113.0,625.5752212389381,327.0088495575221,620,322,633,333
511,857.0,155.50058343057177,860.541423570595,138,845,173,877
512,799.0,651.4693366708385,578.6958698372966,637,561,666,597
513,152.0,141.4934210526316,558.9934210526316,134,553,149,566
514,685.0,533.1897810218978,407.53868613138684,517,395,550,422
515,50.0,298.24,444.24,295,441,303,449
516,307.0,932.472312703583,280.42345276872965,923,270,942,291
517,105.0,772.4190476190477,362.48571428571427,767,357,779,369
518,47.0,308.51063829787233,288.3829787234043,305,285,313,293
519,161.0,700.8571428571429,99.86335403726709,694,93,709,108
520,1067.0,674.4329896907217,656.1387066541706,658,636,691,678
521,89.0,341.4943820224719,996.4943820224719,336,991,348,1002
522,61.0,493.8524590163934,434.72131147540983,490,431,499,439
523,115.0,663.695652173913,490.495652173913,659,484,669,499
524,61.0,300.672131147541,645.7377049180328,295,643,308,650
525,81.0,746.9135802469136,457.24691358024694,742,453,753,462
526,66.0,497.07575757575756,267.3181818181818,492,264,503,272
527,675.0,678.9051851851851,548.4162962962963,664,533,693,564
528,61.0,319.327868852459,311.9836065573771,315,309,325,317
529,510.0,600.6725490196078,931.9058823529411,589,919,613,946
530,501.0,137.98003992015967,267.7744510978044,129,250,149,285
531,559.0,1007.7495527728086,304.6565295169946,994,293,1024,319
532,312.0,45.830128205128204,723.8910256410256,38,710,54,740
533,57.0,585.8245614035088,493.8421052631579,582,490,592,498
534,833.0,650.7046818727491,355.4417767106843,634,338,668,372
535,71.0,1007.056338028169,614.1549295774648,1003,610,1012,620
536,355.0,343.943661971831,406.44225352112676,333,396,357,419
537,337.0,556.0148367952522,429.26706231454006,545,420,568,439
538,757.0,253.60898282694848,877.8599735799207,237,863,271,894
539,964.0,517.3744813278008,776.1514522821577,497,759,539,791
540,394.0,674.0913705583756,473.51015228426394,662,464,688,484
541,349.0,380.6017191977077,13.04297994269341,370,4,393,24
542,629.0,1012.1287758346582,370.9332273449921,1000,355,1024,388
543,439.0,922.0865603644647,824.7380410022779,910,814,934,838
544,533.0,655.8198874296435,322.422138836773,642,310,671,335
545,153.0,620.9084967320262,259.75816993464053,616,250,627,270
546,57.0,668.3157894736842,172.75438596491227,665,169,673,177
547,473.0,779.6638477801268,414.3784355179704,766,404,795,425
548,58.0,638.6034482758621,263.0344827586207,634,259,645,267
549,88.0,594.1363636363636,326.2386363636364,586,323,602,331
550,76.0,121.84210526315789,43.05263157894737,117,38,127,49
551,335.0,413.97910447761194,554.0,404,545,424,564
552,103.0,413.22330097087377,297.4854368932039,408,291,420,303
553,102.0,550.9509803921569,525.1078431372549,546,520,558,532
554,1405.0,744.1943060498221,757.2405693950178,719,742,775,776
555,421.0,209.11401425178147,1013.7790973871734,195,1003,222,1024
556,344.0,258.3110465116279,1005.5843023255813,247,996,272,1017
557,360.0,316.0833333333333,243.86111111111111,305,233,331,254
558,58.0,767.4655172413793,197.63793103448276,764,194,772,203
559,371.0,1017.5822102425876,196.38544474393532,1010,180,1024,214
560,1022.0,771.2974559686888,961.3767123287671,754,945,791,980
561,54.0,367.27777777777777,507.44444444444446,363,504,372,512
562,82.0,252.76829268292684,961.2439024390244,247,957,260,966
563,314.0,475.0509554140127,233.5859872611465,466,221,486,246
564,386.0,446.23316062176167,677.4352331606218,435,664,456,691
565,71.0,790.7464788732394,436.4507042253521,786,433,797,442
566,624.0,916.9022435897435,519.8525641025641,904,506,931,536
567,469.0,405.9317697228145,910.8486140724947,395,899,419,925
568,732.0,76.54918032786885,907.3374316939891,67,883,88,932
569,41.0,605.8780487804878,570.8780487804878,603,568,610,575
570,1551.0,108.24435847840103,970.7704706640877,90,946,130,999
571,809.0,870.1767614338689,714.6650185414092,854,700,887,731
572,154.0,866.1103896103896,821.1363636363636,860,814,873,829
573,56.0,672.9464285714286,160.73214285714286,669,157,678,166
574,149.0,711.7785234899329,370.32214765100673,707,362,718,379
575,113.0,396.1592920353982,251.10619469026548,388,247,405,256
576,54.0,568.074074074074,577.9814814814815,564,575,573,582
577,64.0,1009.203125,694.8125,1005,691,1014,700
578,751.0,976.4980026631158,9.057256990679095,956,0,1000,21
579,251.0,354.41035856573706,861.6693227091633,345,854,365,870
580,116.0,594.698275862069,264.3189655172414,590,258,601,273
581,763.0,413.1402359108781,997.9724770642201,396,984,429,1014
582,855.0,725.1520467836257,793.5181286549707,711,775,740,813
583,316.0,360.56962025316454,120.13924050632912,348,112,373,130
584,132.0,464.4015151515151,412.47727272727275,459,405,470,421
585,793.0,886.9974779319042,256.0945775535939,869,244,911,273
586,669.0,884.6188340807175,904.3662182361734,869,880,898,920
587,168.0,448.94642857142856,792.2440476190476,443,783,456,801
588,253.0,329.2094861660079,86.5098814229249,321,78,339,96
589,54.0,314.24074074074076,503.5,310,500,319,508
590,817.0,977.9020807833538,343.41738066095473,963,328,995,360
591,277.0,348.97472924187724,820.8519855595667,339,812,359,832
592,235.0,205.6595744680851,932.7106382978724,197,924,215,942
593,80.0,423.7625,78.525,418,74,430,84
594,211.0,240.23696682464455,909.3127962085308,233,901,248,921
595,54.0,498.14814814814815,196.37037037037038,494,193,503,201
596,68.0,472.0,432.5,468,428,477,438
597,88.0,457.75,461.90909090909093,452,458,467,467
598,1025.0,938.189268292683,892.9531707317074,918,878,962,912
599,293.0,235.5767918088737,956.2150170648464,225,949,247,965
600,63.0,259.07936507936506,950.031746031746,254,947,265,954
601,193.0,87.21761658031087,532.9740932642487,77,526,96,541
602,506.0,365.5869565217391,139.07509881422925,353,126,381,155
603,997.0,744.5245737211635,149.27482447342027,730,127,760,172
604,76.0,302.9868421052632,254.69736842105263,298,249,309,260
605,187.0,458.03208556149735,111.90374331550802,452,103,466,122
606,83.0,307.03614457831327,143.6987951807229,303,139,312,150
607,1112.0,526.0530575539568,83.79496402877697,507,66,546,103
608,169.0,137.97041420118344,93.15384615384616,130,86,146,100
609,478.0,423.51255230125525,893.0794979079498,409,883,437,906
