Prefix,Total_cells,Alexa_pos_count,Alexa_pos_percent,Cy3_pos_count,Cy3_pos_percent,Coexpress_count,Coexpress_percent,Sox2_channel,Sox2_pos_count,Sox2_pos_percent,DAPI_mean_median,DAPI_mean_mean,Alexa_mean_median,Alexa_mean_mean,Cy3_mean_median,Cy3_mean_mean
outputs/AP231_1,536,469,87.5,443,82.6492537313433,392,73.13432835820896,Cy3,443,82.6492537313433,0.18018753081560135,0.1962730183245253,0.07532309740781784,0.08053924770784258,0.25821059942245483,0.3316528492176266
